UserId,user_total_visits,user_avg_rating,user_rating_std,user_distinct_attractions,user_most_common_mode
208,1,5.0,0.0,1,3
213,1,5.0,0.0,1,5
218,1,5.0,0.0,1,2
228,3,4.333333333333333,0.5773502691896258,3,2
230,3,4.0,1.0,3,3
231,2,5.0,0.0,2,2
234,1,5.0,0.0,1,5
239,1,5.0,0.0,1,2
240,2,4.5,0.7071067811865476,2,3
242,1,4.0,0.0,1,2
247,2,2.0,1.4142135623730951,2,2
249,3,4.0,1.0,3,2
255,1,4.0,0.0,1,4
256,1,5.0,0.0,1,4
266,7,3.857142857142857,0.8997354108424375,5,3
267,1,5.0,0.0,1,2
268,1,4.0,0.0,1,3
269,2,4.5,0.7071067811865476,2,3
271,1,3.0,0.0,1,2
272,1,5.0,0.0,1,2
274,2,5.0,0.0,2,4
276,2,5.0,0.0,2,3
277,1,5.0,0.0,1,2
279,1,5.0,0.0,1,2
286,2,4.0,0.0,2,2
288,1,4.0,0.0,1,2
296,1,4.0,0.0,1,3
302,1,3.0,0.0,1,2
303,1,4.0,0.0,1,3
315,1,4.0,0.0,1,3
316,1,1.0,0.0,1,2
317,2,4.0,0.0,2,2
319,1,5.0,0.0,1,3
320,2,4.5,0.7071067811865476,2,2
327,1,3.0,0.0,1,3
328,1,5.0,0.0,1,4
336,1,3.0,0.0,1,3
337,1,5.0,0.0,1,4
339,4,3.75,0.9574271077563381,4,4
340,1,4.0,0.0,1,4
341,2,4.5,0.7071067811865476,2,4
346,1,5.0,0.0,1,2
348,1,5.0,0.0,1,3
349,1,5.0,0.0,1,2
351,1,4.0,0.0,1,3
356,1,5.0,0.0,1,2
359,1,5.0,0.0,1,3
361,2,5.0,0.0,2,4
365,1,2.0,0.0,1,4
369,1,4.0,0.0,1,4
378,2,4.5,0.7071067811865476,2,2
382,4,4.5,0.5773502691896257,4,3
386,3,4.0,1.0,3,4
388,1,5.0,0.0,1,2
390,1,5.0,0.0,1,2
393,1,4.0,0.0,1,2
396,1,3.0,0.0,1,2
397,2,4.0,0.0,2,3
399,4,4.0,0.816496580927726,4,3
404,2,4.5,0.7071067811865476,2,3
408,5,4.8,0.4472135954999579,5,2
410,1,5.0,0.0,1,1
418,1,4.0,0.0,1,3
419,2,5.0,0.0,2,2
421,1,5.0,0.0,1,5
422,1,5.0,0.0,1,5
425,2,2.0,1.4142135623730951,2,3
426,1,2.0,0.0,1,3
430,4,4.75,0.4999999999999999,4,3
432,2,4.5,0.7071067811865476,2,3
433,1,4.0,0.0,1,2
435,1,4.0,0.0,1,4
442,1,4.0,0.0,1,4
444,2,5.0,0.0,2,2
445,1,4.0,0.0,1,4
446,2,5.0,0.0,2,3
447,1,4.0,0.0,1,3
455,1,4.0,0.0,1,2
456,1,5.0,0.0,1,3
459,4,4.5,0.5773502691896258,3,3
462,2,4.5,0.7071067811865476,1,3
464,1,5.0,0.0,1,2
470,1,5.0,0.0,1,2
476,1,2.0,0.0,1,5
478,1,5.0,0.0,1,3
480,5,3.2,0.8366600265340756,4,3
484,1,5.0,0.0,1,2
485,1,5.0,0.0,1,3
488,1,5.0,0.0,1,2
490,1,5.0,0.0,1,4
494,1,5.0,0.0,1,4
501,2,5.0,0.0,2,3
503,1,4.0,0.0,1,3
511,1,5.0,0.0,1,3
512,1,2.0,0.0,1,3
515,1,5.0,0.0,1,2
516,1,5.0,0.0,1,3
517,1,5.0,0.0,1,3
518,1,4.0,0.0,1,5
521,1,2.0,0.0,1,2
525,1,5.0,0.0,1,2
527,2,3.5,0.7071067811865476,2,4
528,2,4.5,0.7071067811865476,2,2
542,1,3.0,0.0,1,4
545,1,5.0,0.0,1,3
550,1,4.0,0.0,1,3
554,2,4.5,0.7071067811865476,2,2
565,1,4.0,0.0,1,3
568,7,3.857142857142857,0.8997354108424375,6,2
571,1,5.0,0.0,1,2
572,1,4.0,0.0,1,2
574,1,4.0,0.0,1,3
577,2,3.5,0.7071067811865476,2,2
580,1,5.0,0.0,1,5
581,2,5.0,0.0,1,3
583,2,4.5,0.7071067811865476,2,2
584,1,4.0,0.0,1,5
585,3,5.0,0.0,3,2
590,1,5.0,0.0,1,2
594,1,5.0,0.0,1,3
595,1,3.0,0.0,1,4
597,2,5.0,0.0,2,2
603,2,3.0,2.8284271247461903,1,2
620,1,2.0,0.0,1,2
621,2,4.5,0.7071067811865476,2,3
625,1,1.0,0.0,1,2
627,3,5.0,0.0,3,3
630,1,5.0,0.0,1,2
633,2,4.0,0.0,2,5
636,1,5.0,0.0,1,5
637,1,5.0,0.0,1,5
638,2,4.0,0.0,2,4
640,1,5.0,0.0,1,3
646,1,4.0,0.0,1,2
648,1,3.0,0.0,1,2
649,1,5.0,0.0,1,3
652,1,4.0,0.0,1,5
655,3,4.333333333333333,0.5773502691896257,3,2
656,4,4.0,0.8164965809277259,3,3
657,3,4.333333333333333,1.1547005383792515,3,5
659,1,5.0,0.0,1,5
664,2,4.0,0.0,2,2
667,4,3.75,1.8929694486000912,3,2
669,1,5.0,0.0,1,3
678,1,3.0,0.0,1,3
679,1,5.0,0.0,1,4
683,1,5.0,0.0,1,4
688,1,2.0,0.0,1,4
689,3,3.3333333333333335,1.1547005383792517,3,4
690,1,4.0,0.0,1,3
691,1,5.0,0.0,1,3
694,3,4.666666666666667,0.5773502691896257,3,5
697,2,4.0,0.0,2,4
698,1,5.0,0.0,1,2
706,2,4.0,0.0,2,3
708,2,4.5,0.7071067811865476,2,4
716,2,5.0,0.0,2,3
718,2,4.5,0.7071067811865476,2,3
720,1,5.0,0.0,1,2
724,1,5.0,0.0,1,2
726,1,5.0,0.0,1,3
727,3,4.0,1.0,3,3
728,1,4.0,0.0,1,4
733,4,4.25,0.5,4,4
736,2,4.5,0.7071067811865476,2,4
739,1,4.0,0.0,1,4
740,3,5.0,0.0,3,3
741,3,4.666666666666667,0.5773502691896257,3,2
742,2,3.0,2.8284271247461903,2,2
743,1,3.0,0.0,1,2
745,1,4.0,0.0,1,2
746,1,4.0,0.0,1,4
747,1,3.0,0.0,1,2
748,1,4.0,0.0,1,4
750,1,5.0,0.0,1,2
752,1,3.0,0.0,1,2
753,1,5.0,0.0,1,3
759,1,1.0,0.0,1,2
761,6,4.5,0.547722557505166,6,3
762,1,4.0,0.0,1,2
766,2,4.0,1.4142135623730951,2,2
767,3,5.0,0.0,3,3
768,1,3.0,0.0,1,2
770,1,5.0,0.0,1,3
773,1,5.0,0.0,1,2
775,1,1.0,0.0,1,4
776,1,4.0,0.0,1,4
778,1,4.0,0.0,1,2
780,4,4.75,0.4999999999999999,4,3
781,2,4.5,0.7071067811865476,2,2
782,1,5.0,0.0,1,2
793,2,4.5,0.7071067811865476,2,2
799,1,5.0,0.0,1,3
800,1,4.0,0.0,1,2
804,1,4.0,0.0,1,3
807,4,4.5,1.0,4,4
810,2,4.5,0.7071067811865476,2,2
812,1,5.0,0.0,1,5
817,1,5.0,0.0,1,2
823,2,3.5,0.7071067811865476,2,5
824,1,3.0,0.0,1,4
830,1,5.0,0.0,1,2
835,2,4.0,1.4142135623730951,2,2
839,1,5.0,0.0,1,4
841,1,5.0,0.0,1,3
842,3,3.6666666666666665,0.5773502691896258,3,2
843,1,5.0,0.0,1,2
844,1,5.0,0.0,1,3
845,5,3.6,1.5165750888103102,4,2
849,1,3.0,0.0,1,4
850,1,4.0,0.0,1,2
851,1,3.0,0.0,1,2
857,1,3.0,0.0,1,4
858,2,5.0,0.0,2,4
864,1,1.0,0.0,1,2
865,1,3.0,0.0,1,2
868,1,2.0,0.0,1,3
870,1,1.0,0.0,1,4
873,2,5.0,0.0,2,3
874,1,5.0,0.0,1,2
877,1,3.0,0.0,1,2
878,2,3.5,0.7071067811865476,2,3
880,2,4.0,1.4142135623730951,2,2
882,1,3.0,0.0,1,3
885,3,3.6666666666666665,0.5773502691896257,2,4
886,2,3.0,2.8284271247461903,2,3
888,1,5.0,0.0,1,3
891,3,3.0,2.0,3,3
894,3,4.666666666666667,0.5773502691896257,3,3
898,1,5.0,0.0,1,3
905,1,5.0,0.0,1,3
907,1,4.0,0.0,1,5
908,3,5.0,0.0,2,2
918,5,4.2,1.0954451150103324,3,3
919,1,1.0,0.0,1,3
920,1,5.0,0.0,1,4
922,1,5.0,0.0,1,3
927,2,5.0,0.0,2,3
930,2,5.0,0.0,1,3
933,1,4.0,0.0,1,2
940,1,4.0,0.0,1,5
941,2,3.5,0.7071067811865476,1,2
942,1,3.0,0.0,1,2
945,1,4.0,0.0,1,5
950,1,5.0,0.0,1,2
954,1,2.0,0.0,1,2
956,4,3.75,1.5,3,2
960,1,5.0,0.0,1,2
961,1,5.0,0.0,1,3
962,1,5.0,0.0,1,2
966,4,4.75,0.5,3,5
970,1,3.0,0.0,1,2
974,1,4.0,0.0,1,4
978,3,5.0,0.0,2,3
979,5,3.6,1.140175425099138,3,2
980,1,5.0,0.0,1,4
981,2,4.0,1.4142135623730951,2,2
989,2,4.5,0.7071067811865476,2,2
990,1,5.0,0.0,1,3
993,3,2.3333333333333335,1.1547005383792517,3,2
995,1,5.0,0.0,1,3
999,1,5.0,0.0,1,2
1000,1,4.0,0.0,1,2
1002,1,1.0,0.0,1,2
1009,6,4.166666666666667,0.408248290463863,4,3
1011,1,4.0,0.0,1,2
1018,2,2.5,0.7071067811865476,2,5
1030,2,5.0,0.0,2,2
1033,1,5.0,0.0,1,2
1035,1,3.0,0.0,1,2
1037,1,3.0,0.0,1,2
1041,2,4.5,0.7071067811865476,2,2
1044,1,5.0,0.0,1,3
1048,2,5.0,0.0,2,2
1059,1,4.0,0.0,1,2
1060,1,4.0,0.0,1,5
1061,2,4.0,0.0,2,4
1062,2,4.0,0.0,2,3
1064,1,5.0,0.0,1,3
1065,1,4.0,0.0,1,3
1068,3,4.666666666666667,0.5773502691896257,3,3
1074,2,3.5,0.7071067811865476,2,2
1079,1,5.0,0.0,1,1
1083,3,4.666666666666667,0.5773502691896258,3,2
1086,2,5.0,0.0,2,4
1088,17,4.0588235294117645,0.7475450015964019,8,2
1089,1,5.0,0.0,1,2
1094,1,4.0,0.0,1,5
1095,1,3.0,0.0,1,4
1097,1,5.0,0.0,1,3
1099,1,3.0,0.0,1,2
1101,1,5.0,0.0,1,2
1102,1,5.0,0.0,1,3
1103,3,4.666666666666667,0.5773502691896257,3,4
1105,1,5.0,0.0,1,4
1107,1,4.0,0.0,1,2
1114,4,3.5,0.5773502691896257,2,2
1115,1,5.0,0.0,1,2
1116,1,5.0,0.0,1,3
1117,1,5.0,0.0,1,2
1119,1,5.0,0.0,1,2
1122,2,4.0,0.0,2,3
1124,1,4.0,0.0,1,4
1127,1,2.0,0.0,1,3
1132,2,5.0,0.0,2,2
1137,1,5.0,0.0,1,3
1148,1,5.0,0.0,1,2
1150,1,5.0,0.0,1,5
1151,1,4.0,0.0,1,3
1152,4,4.25,0.9574271077563382,4,4
1157,1,4.0,0.0,1,4
1161,1,4.0,0.0,1,3
1163,1,1.0,0.0,1,2
1169,1,1.0,0.0,1,2
1170,1,5.0,0.0,1,4
1171,2,5.0,0.0,2,2
1175,1,5.0,0.0,1,2
1180,1,5.0,0.0,1,2
1188,1,5.0,0.0,1,4
1190,1,5.0,0.0,1,5
1196,1,4.0,0.0,1,2
1202,1,3.0,0.0,1,4
1205,2,2.5,2.1213203435596424,2,2
1206,1,5.0,0.0,1,2
1208,2,5.0,0.0,2,4
1210,1,4.0,0.0,1,3
1212,2,2.5,2.1213203435596424,2,3
1214,2,4.5,0.7071067811865476,2,2
1215,3,4.333333333333333,0.5773502691896258,3,3
1216,4,3.5,1.7320508075688772,2,2
1218,1,3.0,0.0,1,2
1219,1,5.0,0.0,1,2
1221,3,3.0,1.7320508075688772,1,3
1222,1,5.0,0.0,1,2
1226,2,4.0,0.0,2,4
1228,5,5.0,0.0,5,2
1231,1,5.0,0.0,1,3
1232,1,4.0,0.0,1,2
1237,1,5.0,0.0,1,2
1240,1,4.0,0.0,1,2
1244,1,5.0,0.0,1,3
1245,1,4.0,0.0,1,3
1249,1,4.0,0.0,1,2
1252,2,4.5,0.7071067811865476,2,2
1255,1,4.0,0.0,1,2
1257,1,4.0,0.0,1,3
1258,1,4.0,0.0,1,3
1265,3,2.6666666666666665,0.5773502691896257,2,3
1269,1,5.0,0.0,1,2
1271,1,3.0,0.0,1,2
1274,1,1.0,0.0,1,2
1275,1,5.0,0.0,1,4
1278,1,5.0,0.0,1,2
1280,2,4.5,0.7071067811865476,2,2
1281,1,5.0,0.0,1,2
1283,1,5.0,0.0,1,3
1286,1,4.0,0.0,1,4
1287,2,3.0,1.4142135623730951,2,2
1288,2,4.5,0.7071067811865476,2,3
1291,1,5.0,0.0,1,3
1292,1,5.0,0.0,1,3
1293,1,4.0,0.0,1,3
1296,1,4.0,0.0,1,3
1299,2,4.5,0.7071067811865476,2,2
1301,1,3.0,0.0,1,5
1307,2,5.0,0.0,2,2
1310,1,3.0,0.0,1,3
1316,1,5.0,0.0,1,3
1318,1,3.0,0.0,1,4
1319,1,4.0,0.0,1,3
1320,2,5.0,0.0,2,2
1328,1,2.0,0.0,1,4
1329,1,4.0,0.0,1,2
1331,1,5.0,0.0,1,5
1332,1,4.0,0.0,1,2
1333,1,4.0,0.0,1,2
1334,1,5.0,0.0,1,4
1335,1,4.0,0.0,1,2
1341,1,1.0,0.0,1,2
1342,3,4.0,1.7320508075688772,3,3
1343,1,3.0,0.0,1,2
1345,1,4.0,0.0,1,2
1346,1,5.0,0.0,1,4
1356,2,5.0,0.0,2,2
1358,2,3.0,1.4142135623730951,2,3
1359,1,4.0,0.0,1,5
1362,1,4.0,0.0,1,3
1364,1,3.0,0.0,1,3
1366,1,5.0,0.0,1,3
1367,2,3.5,0.7071067811865476,2,4
1368,2,3.0,2.8284271247461903,2,2
1373,1,4.0,0.0,1,3
1374,2,3.0,1.4142135623730951,2,5
1375,1,4.0,0.0,1,2
1377,2,4.5,0.7071067811865476,2,4
1384,1,4.0,0.0,1,3
1387,1,4.0,0.0,1,4
1391,1,5.0,0.0,1,3
1396,1,4.0,0.0,1,2
1398,1,4.0,0.0,1,3
1401,1,5.0,0.0,1,3
1403,1,5.0,0.0,1,4
1406,1,1.0,0.0,1,2
1407,1,5.0,0.0,1,2
1410,1,3.0,0.0,1,2
1416,3,3.0,2.0,3,3
1418,1,5.0,0.0,1,4
1420,1,5.0,0.0,1,2
1423,1,5.0,0.0,1,2
1428,2,4.5,0.7071067811865476,2,4
1433,2,4.0,1.4142135623730951,2,2
1436,1,3.0,0.0,1,4
1440,1,5.0,0.0,1,2
1441,1,5.0,0.0,1,3
1445,1,5.0,0.0,1,2
1446,1,5.0,0.0,1,3
1448,5,4.4,1.3416407864998738,2,2
1451,1,5.0,0.0,1,2
1452,5,3.2,0.4472135954999579,4,5
1453,1,4.0,0.0,1,3
1456,2,4.0,1.4142135623730951,2,4
1459,3,4.666666666666667,0.5773502691896257,3,3
1460,1,4.0,0.0,1,2
1471,1,4.0,0.0,1,2
1473,1,1.0,0.0,1,3
1474,1,5.0,0.0,1,3
1478,2,2.5,0.7071067811865476,2,2
1482,2,3.5,0.7071067811865476,2,3
1485,1,3.0,0.0,1,2
1486,1,5.0,0.0,1,3
1492,1,4.0,0.0,1,2
1493,1,3.0,0.0,1,2
1495,2,4.5,0.7071067811865476,1,2
1497,6,4.333333333333333,0.816496580927726,4,2
1501,1,5.0,0.0,1,3
1505,1,4.0,0.0,1,4
1508,1,4.0,0.0,1,3
1509,2,2.5,0.7071067811865476,2,4
1511,4,5.0,0.0,4,2
1512,1,3.0,0.0,1,2
1521,2,5.0,0.0,2,3
1524,1,4.0,0.0,1,2
1526,1,4.0,0.0,1,3
1529,1,4.0,0.0,1,3
1531,1,5.0,0.0,1,2
1533,1,5.0,0.0,1,2
1535,1,1.0,0.0,1,2
1536,1,4.0,0.0,1,2
1537,3,4.0,0.0,2,3
1538,1,5.0,0.0,1,2
1539,1,4.0,0.0,1,2
1540,3,3.0,1.0,3,2
1545,1,5.0,0.0,1,4
1548,1,4.0,0.0,1,4
1555,1,5.0,0.0,1,3
1558,1,5.0,0.0,1,3
1561,2,5.0,0.0,2,4
1564,1,5.0,0.0,1,2
1568,2,4.5,0.7071067811865476,2,2
1572,1,4.0,0.0,1,3
1573,4,4.0,0.8164965809277259,4,3
1578,1,3.0,0.0,1,2
1583,1,5.0,0.0,1,3
1586,1,4.0,0.0,1,2
1587,1,5.0,0.0,1,5
1588,2,5.0,0.0,2,3
1589,1,1.0,0.0,1,2
1590,1,1.0,0.0,1,5
1594,1,5.0,0.0,1,3
1595,4,3.5,1.0,3,4
1599,1,5.0,0.0,1,3
1608,1,3.0,0.0,1,2
1609,2,4.5,0.7071067811865476,2,2
1620,2,4.0,1.4142135623730951,2,2
1623,1,4.0,0.0,1,3
1625,3,4.0,1.0,3,3
1634,1,5.0,0.0,1,3
1636,1,4.0,0.0,1,3
1638,4,5.0,0.0,3,2
1639,1,5.0,0.0,1,3
1645,1,5.0,0.0,1,4
1646,1,4.0,0.0,1,4
1647,1,4.0,0.0,1,2
1649,3,4.0,1.0,3,2
1659,1,5.0,0.0,1,3
1661,1,3.0,0.0,1,2
1664,1,4.0,0.0,1,2
1665,1,5.0,0.0,1,3
1666,5,4.6,0.894427190999916,3,2
1667,1,3.0,0.0,1,2
1672,1,3.0,0.0,1,4
1676,5,4.2,0.44721359549995804,4,4
1678,1,5.0,0.0,1,3
1684,3,3.6666666666666665,0.5773502691896257,3,4
1689,1,5.0,0.0,1,5
1692,1,5.0,0.0,1,3
1697,1,4.0,0.0,1,4
1698,3,4.0,1.0,3,5
1700,1,5.0,0.0,1,2
1701,2,5.0,0.0,2,2
1702,1,4.0,0.0,1,4
1707,1,4.0,0.0,1,2
1709,4,2.0,2.0,4,5
1710,1,5.0,0.0,1,2
1711,1,3.0,0.0,1,5
1713,1,3.0,0.0,1,4
1715,1,4.0,0.0,1,3
1720,2,3.0,2.8284271247461903,2,2
1723,1,5.0,0.0,1,3
1724,2,4.5,0.7071067811865476,2,3
1725,1,4.0,0.0,1,3
1728,1,4.0,0.0,1,2
1729,6,4.166666666666667,0.7527726527090811,4,2
1737,1,5.0,0.0,1,2
1738,1,4.0,0.0,1,2
1747,2,4.5,0.7071067811865476,2,3
1748,3,3.0,1.7320508075688772,3,2
1754,3,2.6666666666666665,1.5275252316519465,3,3
1755,1,4.0,0.0,1,2
1757,3,5.0,0.0,3,2
1760,1,5.0,0.0,1,2
1763,1,5.0,0.0,1,4
1766,1,4.0,0.0,1,2
1771,1,5.0,0.0,1,2
1780,1,4.0,0.0,1,4
1792,1,4.0,0.0,1,5
1798,1,4.0,0.0,1,3
1803,1,3.0,0.0,1,4
1810,4,4.5,0.5773502691896258,4,3
1813,2,3.0,2.8284271247461903,2,3
1817,1,3.0,0.0,1,2
1826,1,4.0,0.0,1,3
1827,3,4.333333333333333,0.5773502691896257,3,4
1829,1,5.0,0.0,1,3
1830,1,5.0,0.0,1,2
1833,1,5.0,0.0,1,3
1835,2,5.0,0.0,2,2
1839,1,4.0,0.0,1,3
1842,1,4.0,0.0,1,4
1844,2,5.0,0.0,1,5
1845,4,5.0,0.0,4,3
1847,1,5.0,0.0,1,3
1850,1,3.0,0.0,1,2
1853,1,5.0,0.0,1,4
1867,1,4.0,0.0,1,4
1869,1,5.0,0.0,1,2
1871,1,5.0,0.0,1,2
1873,2,4.5,0.7071067811865476,2,4
1878,3,4.0,0.0,3,2
1879,1,4.0,0.0,1,3
1886,1,2.0,0.0,1,2
1888,1,5.0,0.0,1,5
1889,1,4.0,0.0,1,5
1891,4,5.0,0.0,4,2
1896,1,5.0,0.0,1,4
1898,1,4.0,0.0,1,3
1900,5,4.4,1.3416407864998738,4,2
1905,1,5.0,0.0,1,2
1909,1,2.0,0.0,1,5
1914,1,4.0,0.0,1,4
1917,1,4.0,0.0,1,3
1920,1,5.0,0.0,1,4
1921,1,4.0,0.0,1,4
1928,1,5.0,0.0,1,3
1929,1,4.0,0.0,1,4
1932,1,5.0,0.0,1,4
1936,1,5.0,0.0,1,4
1940,1,5.0,0.0,1,4
1941,18,4.0,0.840168050416806,7,3
1943,1,5.0,0.0,1,1
1945,1,4.0,0.0,1,2
1948,3,4.333333333333333,0.5773502691896257,3,4
1952,1,5.0,0.0,1,3
1953,2,4.5,0.7071067811865476,2,4
1962,1,5.0,0.0,1,4
1963,1,4.0,0.0,1,3
1965,1,4.0,0.0,1,2
1968,2,4.5,0.7071067811865476,2,2
1972,1,5.0,0.0,1,3
1976,1,4.0,0.0,1,3
1986,4,3.75,0.9574271077563381,2,3
1989,2,4.0,1.4142135623730951,2,2
1992,2,2.5,0.7071067811865476,2,3
1999,1,3.0,0.0,1,3
2002,1,3.0,0.0,1,3
2003,2,4.5,0.7071067811865476,2,2
2011,3,3.6666666666666665,1.1547005383792515,3,2
2012,1,5.0,0.0,1,3
2013,1,4.0,0.0,1,3
2014,2,5.0,0.0,2,2
2016,1,5.0,0.0,1,2
2017,1,3.0,0.0,1,2
2022,2,3.5,0.7071067811865476,2,3
2024,1,4.0,0.0,1,3
2028,1,4.0,0.0,1,3
2029,1,5.0,0.0,1,2
2032,1,5.0,0.0,1,3
2033,2,4.0,0.0,2,4
2035,2,4.0,0.0,2,3
2039,3,4.333333333333333,0.5773502691896257,3,2
2041,1,5.0,0.0,1,4
2046,1,5.0,0.0,1,5
2047,1,5.0,0.0,1,3
2049,1,5.0,0.0,1,2
2054,3,4.333333333333333,0.5773502691896257,3,2
2055,1,5.0,0.0,1,2
2056,2,4.5,0.7071067811865476,2,3
2061,2,3.5,0.7071067811865476,2,2
2063,1,2.0,0.0,1,2
2066,1,5.0,0.0,1,2
2069,1,5.0,0.0,1,2
2071,1,4.0,0.0,1,2
2074,1,3.0,0.0,1,4
2082,2,4.0,0.0,2,4
2086,1,3.0,0.0,1,2
2089,1,5.0,0.0,1,3
2094,1,5.0,0.0,1,3
2097,2,4.5,0.7071067811865476,2,2
2102,1,3.0,0.0,1,3
2105,1,5.0,0.0,1,2
2107,1,5.0,0.0,1,3
2108,3,4.666666666666667,0.5773502691896257,2,4
2110,2,4.5,0.7071067811865476,2,2
2113,1,1.0,0.0,1,3
2116,1,5.0,0.0,1,2
2118,2,4.0,0.0,2,2
2119,1,4.0,0.0,1,2
2121,1,4.0,0.0,1,4
2125,1,4.0,0.0,1,2
2126,1,4.0,0.0,1,3
2129,2,5.0,0.0,2,2
2130,1,5.0,0.0,1,3
2131,3,2.6666666666666665,1.5275252316519465,3,2
2138,1,3.0,0.0,1,2
2139,2,4.5,0.7071067811865476,1,3
2149,1,4.0,0.0,1,4
2155,2,5.0,0.0,2,3
2157,1,3.0,0.0,1,4
2158,1,3.0,0.0,1,3
2159,1,4.0,0.0,1,2
2163,3,4.333333333333333,0.5773502691896257,3,4
2171,1,5.0,0.0,1,2
2179,1,5.0,0.0,1,2
2184,1,5.0,0.0,1,2
2197,2,4.5,0.7071067811865476,2,2
2198,1,2.0,0.0,1,2
2199,1,5.0,0.0,1,2
2206,1,4.0,0.0,1,4
2210,1,5.0,0.0,1,4
2212,1,5.0,0.0,1,5
2218,2,3.5,2.1213203435596424,2,2
2221,3,2.3333333333333335,1.5275252316519468,1,2
2223,1,4.0,0.0,1,4
2227,1,4.0,0.0,1,2
2228,3,4.666666666666667,0.5773502691896258,3,4
2236,1,5.0,0.0,1,4
2237,1,4.0,0.0,1,3
2240,2,5.0,0.0,2,2
2243,1,5.0,0.0,1,4
2250,1,4.0,0.0,1,2
2251,1,5.0,0.0,1,2
2252,1,5.0,0.0,1,3
2253,1,4.0,0.0,1,3
2256,3,5.0,0.0,3,3
2259,3,4.333333333333333,0.5773502691896258,3,4
2263,2,4.0,0.0,2,2
2264,1,5.0,0.0,1,2
2267,2,5.0,0.0,2,2
2268,1,5.0,0.0,1,3
2273,1,4.0,0.0,1,4
2277,3,4.0,1.0,3,3
2279,1,3.0,0.0,1,4
2281,2,4.5,0.7071067811865476,2,4
2283,1,5.0,0.0,1,4
2289,1,4.0,0.0,1,5
2294,1,4.0,0.0,1,4
2298,2,5.0,0.0,2,5
2303,2,3.5,0.7071067811865476,2,3
2304,3,4.0,1.7320508075688772,3,2
2307,2,4.0,0.0,2,2
2308,1,5.0,0.0,1,2
2309,1,5.0,0.0,1,3
2317,2,5.0,0.0,2,2
2318,1,5.0,0.0,1,2
2322,1,4.0,0.0,1,4
2324,4,4.25,0.4999999999999999,4,2
2326,1,5.0,0.0,1,2
2331,1,4.0,0.0,1,3
2336,2,4.0,1.4142135623730951,2,3
2338,1,5.0,0.0,1,2
2339,1,4.0,0.0,1,3
2347,1,5.0,0.0,1,4
2356,2,3.5,0.7071067811865476,2,3
2357,1,4.0,0.0,1,3
2358,1,5.0,0.0,1,3
2373,1,5.0,0.0,1,4
2374,1,5.0,0.0,1,4
2377,1,4.0,0.0,1,4
2379,2,5.0,0.0,1,2
2382,1,4.0,0.0,1,5
2384,2,5.0,0.0,1,2
