TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,is_ambiguous_repeat
1032,57915,2019,10,5,640,5,False
1033,67364,2019,9,3,640,5,False
1037,61692,2019,10,5,640,5,False
1038,40702,2019,10,2,640,5,False
1041,69921,2019,9,2,640,5,False
1042,34075,2019,9,2,640,5,False
1043,70749,2019,9,5,640,5,False
1046,69213,2019,9,2,640,3,False
1047,42847,2019,9,2,640,3,False
1048,55877,2019,9,2,640,5,False
1049,10530,2019,9,4,640,5,False
1050,85786,2019,9,3,640,3,False
1051,37950,2019,9,2,640,5,False
1052,8425,2019,9,2,640,5,False
1054,85609,2019,9,3,640,4,False
1055,67329,2019,9,2,640,5,False
1056,73551,2019,9,3,640,4,False
1058,43829,2019,9,2,640,4,False
1059,79132,2019,9,2,640,5,False
1060,10563,2019,9,5,640,5,False
1061,17831,2019,9,4,640,5,False
1062,78418,2019,9,2,640,5,False
1069,64450,2019,9,3,640,5,False
1071,62605,2019,9,5,640,3,False
1073,13403,2019,9,2,640,5,False
1074,17496,2019,9,2,640,5,False
1075,52020,2019,9,2,640,5,False
1076,74930,2019,9,4,640,5,False
1079,38489,2019,9,2,640,4,False
1080,76788,2019,9,2,640,4,False
1082,13737,2019,9,2,640,3,False
1084,51768,2019,9,2,640,4,False
1085,63748,2019,9,3,640,4,False
1088,27005,2019,9,2,640,5,False
1093,54937,2019,4,2,640,5,False
1095,60162,2019,9,2,640,4,False
1097,6742,2019,9,2,640,5,False
1100,35305,2019,9,2,640,5,False
1101,86362,2019,9,2,640,5,False
1102,40403,2019,9,2,640,5,False
1103,72153,2019,9,3,640,5,False
1110,28619,2019,9,2,640,5,False
1112,56338,2019,9,2,640,5,False
1116,13488,2019,9,2,640,5,False
1118,6384,2019,9,2,640,5,False
1119,46497,2019,9,2,640,5,False
1120,36596,2019,9,3,640,4,False
1127,60491,2019,9,5,640,5,False
1129,45981,2019,9,2,640,5,False
1130,77099,2019,9,3,640,4,False
1131,63124,2019,9,2,640,3,False
1132,44141,2019,9,4,640,5,False
1135,65810,2019,9,2,640,5,False
1136,68578,2019,9,3,640,4,False
1139,69085,2019,9,4,640,5,False
1140,86747,2019,9,2,640,5,False
1141,58004,2019,9,2,640,3,False
1142,15335,2019,9,2,640,4,False
1143,2893,2019,9,3,640,5,False
1145,49656,2019,9,2,640,4,False
1147,49920,2019,9,2,640,5,False
1149,3655,2019,9,2,640,5,False
1151,46918,2019,9,2,640,4,False
1152,14468,2019,9,5,640,5,False
1153,5300,2019,9,2,640,3,False
1155,78022,2019,9,3,640,4,False
1156,59527,2019,9,4,640,4,False
1158,64321,2019,9,2,640,5,False
1159,12949,2019,9,3,640,4,False
1162,54243,2019,9,2,640,3,False
1163,56369,2019,9,2,640,5,False
1166,66690,2019,9,2,640,5,False
1167,2928,2019,9,2,640,4,False
1168,70854,2019,9,2,640,4,False
1169,24059,2019,9,4,640,5,False
1170,43264,2019,9,3,640,5,False
1171,51728,2019,9,4,640,5,False
1172,68733,2019,9,2,640,5,False
1173,44773,2019,9,2,640,5,False
1174,38501,2019,9,2,640,4,False
1176,82171,2019,9,2,640,5,False
1177,84558,2019,8,2,640,4,False
1179,19237,2019,8,3,640,4,False
1180,45570,2019,9,2,640,3,False
1181,85584,2019,9,2,640,4,False
1183,31508,2019,9,2,640,5,False
1184,59207,2019,8,4,640,3,False
1186,62830,2019,9,2,640,4,False
1187,24295,2019,9,4,640,5,False
1188,7966,2019,9,2,640,5,False
1190,19072,2019,9,2,640,5,False
1191,72803,2019,9,5,640,4,False
1194,87935,2019,9,2,640,3,False
1198,29822,2019,9,4,640,4,False
1199,24887,2019,9,2,640,5,False
1202,20750,2019,9,5,640,5,False
1203,12776,2019,9,2,640,5,False
1204,80084,2019,8,3,640,5,False
1205,4729,2019,9,2,640,1,False
1206,34649,2019,9,2,640,5,False
1207,53903,2019,9,2,640,5,False
1209,51818,2019,9,3,640,5,False
1211,14599,2019,8,2,640,5,False
1217,86765,2019,9,2,640,4,False
1218,69257,2019,9,2,640,3,False
1220,42830,2019,9,3,640,1,False
1221,35233,2019,9,2,640,3,False
1223,80157,2019,9,3,640,5,False
1225,81112,2019,1,2,640,5,False
1227,4282,2019,9,2,640,5,False
1228,27893,2019,9,2,640,5,False
1231,42705,2019,9,5,640,5,False
1232,30209,2019,9,2,640,4,False
1234,85871,2019,9,2,640,5,False
1237,43720,2019,9,2,640,5,False
1239,66827,2019,9,2,640,5,False
1240,64196,2019,9,4,640,5,False
1243,4913,2019,9,4,640,5,False
1246,81717,2019,9,2,640,4,False
1250,18250,2019,8,2,640,5,False
1251,12413,2019,9,3,640,5,False
1254,76890,2019,9,2,640,5,False
1256,71885,2019,8,3,640,5,False
1257,67101,2019,8,3,640,4,False
1258,81111,2019,9,2,640,5,False
1260,2741,2019,8,2,640,4,False
1261,79371,2019,9,2,640,3,False
1263,59264,2019,9,4,640,5,False
1268,51721,2018,11,3,640,3,False
1271,29808,2019,9,2,640,4,False
1272,65731,2019,9,5,640,4,False
1275,23930,2019,8,4,640,4,False
1276,55472,2019,9,2,640,4,False
1278,16625,2019,9,2,640,4,False
1280,39282,2019,8,5,640,1,False
1281,761,2019,9,3,640,4,False
1282,23566,2019,9,4,640,5,False
1284,51124,2019,8,4,640,5,False
1286,11622,2019,9,2,640,4,False
1287,34982,2019,8,3,640,4,False
1288,11876,2019,7,2,640,5,False
1289,58781,2019,8,2,640,5,False
1290,52089,2019,8,3,640,5,False
1291,31436,2019,8,2,640,5,False
1292,5213,2019,8,2,640,5,False
1293,68173,2019,8,3,640,4,False
1294,26180,2019,8,3,640,5,False
1295,72046,2019,8,2,640,5,False
1297,62515,2019,7,4,640,5,False
1298,7916,2019,8,3,640,3,False
1302,70957,2019,8,2,640,5,False
1303,57808,2019,8,2,640,5,False
1304,77350,2019,8,2,640,5,False
1305,2264,2019,8,2,640,5,False
1306,80645,2019,8,2,640,4,False
1307,80050,2019,8,2,640,5,False
1312,80435,2019,8,2,640,3,False
1317,22060,2019,7,2,640,2,False
1319,78659,2019,8,3,640,5,False
1327,52103,2019,8,3,640,3,False
1331,85713,2019,8,2,640,4,False
1333,82285,2019,8,3,640,4,False
1337,63748,2019,8,3,640,4,False
1339,55456,2019,8,3,640,1,False
1341,58994,2019,8,2,640,3,False
1342,27097,2019,8,2,640,4,False
1343,79002,2019,8,2,640,4,False
1345,34766,2019,8,3,640,1,False
1347,28119,2019,6,3,640,1,False
1351,42680,2019,8,4,640,5,False
1352,11281,2019,6,4,640,4,False
1355,47255,2019,7,3,640,2,False
1356,73379,2019,8,3,640,5,False
1361,76660,2019,8,2,640,5,False
1362,13759,2019,8,2,640,4,False
1363,17245,2019,7,2,640,4,False
1365,79903,2019,8,2,640,5,False
1368,70222,2019,8,5,640,5,False
1373,31522,2019,8,2,640,4,False
1376,58780,2019,8,3,640,5,False
1379,80578,2019,8,4,640,5,False
1381,51139,2019,8,2,640,5,False
1382,14851,2019,8,4,640,4,False
1383,10499,2019,8,3,640,4,False
1384,57930,2019,8,5,640,5,False
1385,64318,2019,8,2,640,3,False
1389,66393,2019,8,4,640,5,False
1392,15960,2019,8,2,640,5,False
1394,15775,2019,8,4,640,5,False
1395,6846,2019,8,2,640,5,False
1396,50234,2019,8,3,640,5,False
1397,65159,2019,8,3,640,4,False
1400,38796,2019,8,2,640,4,False
1401,57358,2019,8,4,640,4,False
1402,19887,2019,8,2,640,4,False
1403,27059,2019,8,2,640,4,False
1404,9075,2019,8,2,640,5,False
1407,67499,2018,10,4,640,4,False
1411,59,2019,8,2,640,5,False
1412,50523,2019,8,4,640,5,False
1413,72559,2019,4,2,640,5,False
1416,42651,2019,7,3,640,4,False
1417,6544,2019,8,2,640,5,False
1418,66675,2019,8,3,640,5,False
1419,31593,2019,8,4,640,4,False
1421,5318,2019,8,4,640,3,False
1422,19206,2019,8,2,640,5,False
1423,44008,2019,8,2,640,4,False
1424,28682,2019,8,2,640,4,False
1425,70412,2019,8,2,640,5,False
1428,55780,2019,8,2,640,4,False
1429,67768,2019,8,3,640,4,False
1431,50652,2019,8,3,640,4,False
1433,59524,2019,6,4,640,5,False
1434,58087,2019,8,2,640,2,False
1435,78026,2019,8,3,640,5,False
1436,41071,2019,8,4,640,5,False
1439,79943,2019,6,2,640,4,False
1440,62240,2019,8,2,640,5,False
1441,50470,2019,8,4,640,5,False
1442,25915,2019,8,2,640,5,False
1443,65508,2019,7,4,640,5,False
1444,29075,2019,8,5,640,4,False
1447,63011,2019,8,3,640,5,False
1453,10820,2019,8,4,640,5,False
1454,72036,2019,8,5,640,5,False
1455,50334,2019,6,2,640,4,False
1457,53133,2019,7,3,640,5,False
1459,85502,2019,8,2,640,4,False
1460,45561,2019,7,2,640,4,False
1461,18432,2019,8,4,640,5,False
1462,13478,2019,8,5,640,4,False
1464,72802,2019,8,2,640,4,False
1466,62544,2019,8,3,640,5,False
1467,52989,2019,8,2,640,5,False
1468,20946,2019,7,2,640,5,False
1469,117,2019,8,2,640,4,False
1470,40097,2019,8,3,640,3,False
1471,31754,2019,5,5,640,5,False
1472,76067,2019,5,5,640,4,False
1473,7235,2019,8,2,640,5,False
1474,51123,2019,7,2,640,4,False
1476,79599,2019,8,5,640,4,False
1477,22430,2019,4,2,640,5,False
1478,10220,2019,6,2,640,1,False
1479,80291,2019,7,4,640,3,False
1481,57542,2014,1,2,640,4,False
1482,82951,2014,4,2,640,4,False
1483,29588,2014,4,2,640,5,False
1484,79488,2014,4,3,640,4,False
1486,54877,2014,4,2,640,3,False
1488,34372,2014,3,2,640,5,False
1489,57049,2013,3,4,640,4,False
1490,81619,2014,2,4,640,5,False
1491,50908,2014,2,4,640,4,False
1492,74734,2013,7,2,640,1,False
1493,31203,2014,1,4,640,4,False
1494,81959,2013,12,5,640,5,False
1495,72694,2014,2,2,640,5,False
1496,66725,2014,1,3,640,5,False
1497,76783,2014,1,2,640,4,False
1498,45707,2013,12,3,640,5,False
1499,68949,2013,12,3,640,4,False
1500,44802,2013,12,3,640,5,False
1501,74428,2013,12,3,640,3,False
1502,17039,2013,7,5,640,5,False
1503,72712,2013,12,3,640,4,False
1504,48066,2013,11,2,640,4,False
1505,82109,2013,11,3,640,4,False
1507,61986,2013,9,4,640,3,False
1509,76027,2013,9,2,640,2,False
1510,55504,2013,8,5,640,5,False
1511,45901,2013,3,4,640,2,False
1512,85338,2013,8,3,640,1,False
1513,80851,2013,8,4,640,5,False
1514,57895,2013,7,2,640,4,False
1515,47701,2013,6,5,640,5,False
1516,77159,2013,6,2,640,5,False
1517,64152,2013,7,2,640,4,False
